projectID,Region,Country,IncomeGroup,IDA Status,Financial closure year,Financial closure Month,Project name,RelatedNames,Type of PPI,Subtype of PPI,Project status,Primary sector,Secondary sector,Subsector,Segment,Location,ContractPeriod,TerminationYear,PubliclyTraded,StockExchange,MultipleSystems,NumberOfSystems,CaptiveFacility,SharePercent,GovtGrantingContract,TypeOfGovtSupport,InvestmentYear,PercentPrivate,GovtPaymentCommitments,PhysicalAssets,TotalInvestment,GovCashAssist,dateStatusUpdated,CapacityType,Capacity,CapacityYear,Technology,ContractHistory,RelatedProjects,BidCriteria,AwardMethod,NumberOfBids,NumberRenewalBids,Sponsors,MultiLateralSupport,Revenue Source,RenewalBidCriteria,RenewalAwardMethod,DevelopmentStage,CommissioningDate,ProjectGrid,CarbonCredits,FundingYear,PrivateFunding,PublicFunding,GovtFunding,BankLocalFunding,DonorFunding,DebtEquityGrantRatio
6666,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2010,January,Naturkraft Trastikovo Solar Plant,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"village of Trastikovo, Burgas District",,,No,N/A,No,,No,,Federal,,2010,100,0,7,7,,7/1/11,MW,2,2010,"Solar, PV",,,Not Available,,,,Energie Versorgung Niederosterreich (EVN) AG (.. / Austria),,PPA/WPA payments,,,Financial Closure,2011,Bulgarian National Grid,No,,,,,,,
5800,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2010,February,Suvorovo Wind Farm,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Suvorovo, 20km from Varna",Not Available,,No,N/A,No,,No,,Federal,,2010,100,Not Available,143.64,143.64,Not Available,12/1/10,MW,60,2010,"Wind, Onshore",,,Not Available,Competitive bidding,,,Enhol Group (65% / Spain),EBRD (Loan / $.. Million / 2010),Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,2010,,,,,,,,,
7426,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2011,November,AES Silistra Solar Plant,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,"Silistra, Danube",,,No,N/A,No,,No,,Federal,,2011,100,Not Available,62.4,62.4,Not Available,,MW,20.6,2011,"Solar, PV",,,Not Applicable,,,,AES Corporation (100% / United States),,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,,Bulgaria,No,2011,62.4,,,,,
7375,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2011,January,Hareon Pobeda & Cherganovo & Karlovo & Kolarovo Solar Plants,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Pleven, Kazanlak, Karlovo, Silistra municipalities, Bulgaria",,,No,N/A,No,,No,,Federal,,2011,100,Not Available,248.1,248.1,Not Available,,MW,90.8,2011,"Solar, PV",,,Not Applicable,,,,Hareon Solar (100% / China),Other (Loan / $.. Million / 2011),PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2012,Romania,No,,,,,,,
7402,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2011,August,Helios Valchedram Solar Plant,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Valchedram, Northwestern Bulgaria",20,2031,No,N/A,No,,No,,Federal,,2011,100,Not Available,7.1,7.1,Not Available,,MW,1.8,2011,"Solar, PV",,,Not Applicable,,,,Helios Power (100% / Bulgaria),,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2011,Bulgaria,No,,,,,,,
6684,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2011,July,JV CO Bourgas Solar Plant,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,Bourgas,Not Available,Not Available,No,N/A,No,,No,,Federal,,2011,100,0,4,4,,,MW,1.3,2011,"Solar, PV",,,Not Available,,Not Applicable,Not Applicable,"ERG Renew (.. / Italy), Lukoil (.. / Russian Federation)",,,Not Applicable,Not Applicable,Financial Closure,2011,Bulgarian National Grid,No,2011,,,,,,0/100
6687,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2011,June,Kosharevo Solar Plant,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,"Kosharevo, near Breznik",Not Available,Not Available,No,N/A,No,,No,,Federal,,2011,100,0,10,10,,,MW,3,2011,"Solar, PV",,,Not Available,,Not Applicable,Not Applicable,GSG Studena ood (.. / Bulgaria),,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2011,Bulgarian National Grid,No,,,,,,,
6683,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2011,June,Middle Iskar Cascade SHPPs Phase II,"SHPPs ??? Tserovo (3 MW), Opletnya (2, 8 MW) and Prokopanik (3.2 MW)",Greenfield project,"Build, lease, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Iskar River, municipality of Svoghe",Not Available,Not Available,No,N/A,No,,No,,Federal,,2011,90,0,34.6,34.6,,,MW,25.6,2011,"Hydro, Small (<50MW)",,,Not Available,,Not Applicable,Not Applicable,"Petrolvilla Group (90% / Italy), Others (10% / ..)",EBRD (Loan / $.. Million / 2011),PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2012,Bulgarian National Grid,Yes,2011,,,,,0,61/39
6665,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2011,March,SDN-KEPCO Veliko Tarnovo Solar Plant,Zlataritsa And Samovodene PV,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,Zlataritsa municipality; samovodene village,Not Available,Not Available,No,N/A,No,,No,,Federal,,2011,100,0,203.49,203.49,,3/1/12,MW,42,2011,"Solar, PV",,,Not Available,,Not Applicable,Not Applicable,"SDN Company (50% / Korea, Rep.), Korea Electric Power Company (KEPCO) (50% / Korea, Rep.)",,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2011,Bulgarian National Grid,No,2011,97.3,,,,48.7,72/28
7414,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2012,May,CEZ Oreshets Solar Plant,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Oreshets village, Dimovo Municipality, Vidin District",,,No,N/A,No,,No,,Federal,,2012,100,Not Available,13,13,Not Available,,MW,5,2012,"Solar, PV",,,Not Applicable,,,,CEZ Group (100% / Czech Republic),,Payments to partially cover operational and maintenance cost,Not Applicable,Not Applicable,Financial Closure,2012,Bulgaria,No,,,,,,,
7404,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2012,June,Helios Montana Solar Plant,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,Bulgaria,20,2032,No,N/A,No,,No,,Federal,,2012,100,Not Available,11.7,11.7,Not Available,,MW,3,2012,"Solar, PV",,,Not Applicable,,,,Helios Power (100% / Bulgaria),,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2012,Bulgaria,No,,,,,,,
7406,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2012,May,Helios Sredetz Solar Plant,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Sredetz, Burgas Region, Bulgaria",20,2032,No,N/A,No,,No,,Federal,,2012,100,Not Available,7.1,7.1,Not Available,,MW,1.8,2012,"Solar, PV",,,Not Applicable,,,,Helios Power (100% / Bulgaria),,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2012,Bulgaria,No,,,,,,,
7405,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2012,June,Helios Yerusalimovo Solar Plant,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Yerusalimovo, Bulgaria",20,2032,No,N/A,No,,No,,Federal,,2012,100,Not Available,19.5,19.5,Not Available,,MW,5,2012,"Solar, PV",,,Not Applicable,,,,Helios Power (100% / Bulgaria),,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2012,Bulgaria,No,,,,,,,
7407,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2012,June,Helios Zelena Svetlina Solar Plant,Sliven,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,Bulgaria,20,,No,N/A,No,,No,,Federal,,2012,100,Not Available,7.8,7.8,Not Available,,MW,2,2012,"Solar, PV",,,Not Applicable,,,,Helios Power (100% / Bulgaria),,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2012,Bulgaria,No,,,,,,,
7394,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2012,August,LS/CHINT Yambol Solar Plant,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Yambol, Southeast Bulgaria",,,No,N/A,No,,No,,Federal,,2012,100,Not Available,37.4,37.4,Not Available,,MW,14.5,2012,"Solar, PV",,,Not Applicable,,,,"CHINT Group (50% / China), LG Electronics Inc. (50% / Korea, Rep.)",,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2012,Bulgaria,No,,,,,,,
7398,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2012,March,MEMC Karadzhalovo Solar Plant,Karadzhalavo,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,"municipality of Parvomay, Plovdiv District",20,2032,No,N/A,No,,No,,Federal,,2012,100,Not Available,235.8,235.8,Not Available,,MW,60.4,2012,"Solar, PV",,,Not Applicable,,,,ACF Renewables (100% / Malta),"IFC (Syndication / $54 Million / 2012), IFC (Loan / $60 Million / 2012)",PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2012,Bulgaria,No,2012,53.4,,,,108.7,69/31
7429,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2012,March,Moncada Solar Plant,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,"Unspecified, Bulgaria",,,No,N/A,No,,No,,Federal,,2012,100,Not Available,37.5,37.5,Not Available,,MW,16,2012,"Solar, PV",,,Not Applicable,,,,Moncada Energy Group (100% / Italy),,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2012,Bulgaria,No,2012,37.5,,,,,
2498,Europe and Central Asia,Georgia,Lower middle income,Blended,2000,January,AES Khrami I & II,,Divestiture,Full,Canceled,Energy,N/A,Electricity,Electricity generation,,25,2024,No,N/A,No,,No,,..,,2000,100,0,0,0,,4/1/11,MW,223,2000,"Hydro, Large (>50MW)",,6579,Not Applicable,,,,Unified Energy System of Russia (RAO UESR) (100% / Russian Federation),,,,,Financial Closure,,,No,,,,,,,
2498,Europe and Central Asia,Georgia,Lower middle income,Blended,2000,January,AES Khrami I & II,,Divestiture,Full,Canceled,Energy,N/A,Electricity,Electricity generation,,25,2024,No,N/A,No,,No,,..,,2010,100,Not Available,Not Available,0,Not Available,4/1/11,MW,227.2,2010,"Hydro, Large (>50MW)",,6579,Not Applicable,,,,Unified Energy System of Russia (RAO UESR) (100% / Russian Federation),,,,,Financial Closure,,,No,,,,,,,
2498,Europe and Central Asia,Georgia,Lower middle income,Blended,2000,January,AES Khrami I & II,,Divestiture,Full,Canceled,Energy,N/A,Electricity,Electricity generation,,25,2024,No,N/A,No,,No,,..,,2011,100,Not Available,Not Available,0,Not Available,4/1/11,MW,227.2,2011,"Hydro, Large (>50MW)",,6579,Not Applicable,,,,Unified Energy System of Russia (RAO UESR) (100% / Russian Federation),,,,,Financial Closure,,,No,,,,,,,
3783,Europe and Central Asia,Georgia,Lower middle income,Blended,2004,November,Khador Hydro Electric Project,"Sichuan Electric Power, Georgian Company Peri",Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,Pankisi George,20,2024,No,N/A,No,1,No,,Federal,,2004,100,0,27,27,,,MW,24,2004,"Hydro, Small (<50MW)",,,,,,,Sichuan Electric Power Co. (93% / China),,,,,Financial Closure,,,,,,,,,,
4762,Europe and Central Asia,Georgia,Lower middle income,Blended,2007,May,Chkhori and Kinkisha hydropower plants,,Divestiture,Partial,Operational,Energy,N/A,Electricity,Electricity generation,Georgia,,,No,N/A,No,2,No,,Federal,,2007,73.9,1.9,0,1.9,,,MW,6,2007,"Hydro, Small (<50MW)",,,Highest price paid to government,Competitive bidding,2,,Energo Pro as (74% / Czech Republic),,Not Available,,,Financial Closure,,,No,,,,,,,
4762,Europe and Central Asia,Georgia,Lower middle income,Blended,2007,May,Chkhori and Kinkisha hydropower plants,,Divestiture,Partial,Operational,Energy,N/A,Electricity,Electricity generation,Georgia,,,No,N/A,No,2,No,,Federal,,2011,74,Not Available,Not Available,0,Not Available,,MW,21,2011,"Hydro, Small (<50MW)",,,Highest price paid to government,Competitive bidding,2,,Energo Pro as (74% / Czech Republic),,Not Available,,,Financial Closure,,,No,,,,,,,
4788,Europe and Central Asia,Georgia,Lower middle income,Blended,2007,February,"EnergoPro hydro plant (Lajanuri, Rioni, Gumati, Shaori, Dzevrula and Ats)",,Divestiture,Full,Operational,Energy,N/A,Electricity,Electricity generation,Georgia,,,No,N/A,Yes,6,No,,Federal,,2007,100,91,185,276,,,MW,361,2007,"Hydro, Large (>50MW)",,,Highest price paid to government,Competitive bidding,8,,Energo Pro as (100% / Czech Republic),,Purchase agreements or transmission fees with private entity(ies),,,Financial Closure,,,No,,,,,,,
4788,Europe and Central Asia,Georgia,Lower middle income,Blended,2007,February,"EnergoPro hydro plant (Lajanuri, Rioni, Gumati, Shaori, Dzevrula and Ats)",,Divestiture,Full,Operational,Energy,N/A,Electricity,Electricity generation,Georgia,,,No,N/A,Yes,6,No,,Federal,,2011,100,Not Available,Not Available,0,Not Available,,MW,362,2011,"Hydro, Large (>50MW)",,,Highest price paid to government,Competitive bidding,8,,Energo Pro as (100% / Czech Republic),,Purchase agreements or transmission fees with private entity(ies),,,Financial Closure,,,No,,,,,,,
4761,Europe and Central Asia,Georgia,Lower middle income,Blended,2007,July,Zahesi hydropower plant,Zemo Avchala HPP,Divestiture,Full,Operational,Energy,N/A,Electricity,Electricity generation,outskirts of Tbilisi,,,No,N/A,No,1,No,,Federal,,2007,100,0,41,41,,,MW,42,2007,"Hydro, Small (<50MW)",,,Highest price paid to government,Competitive bidding,2,,Energo Pro as (100% / Czech Republic),,Not Available,,,Financial Closure,,,No,,,,,,,
5372,Europe and Central Asia,Georgia,Lower middle income,Blended,2009,January,Ortachala HEPS,,Divestiture,Full,Operational,Energy,N/A,Electricity,Electricity generation,Tbilisi,Not Applicable,Not Applicable,No,N/A,No,,No,,Federal,,2009,100,25,7,32,,,MW,18,2009,"Hydro, Small (<50MW)",,,Highest price paid to government,Competitive bidding,1,Not Applicable,Energo Pro as (100% / Czech Republic),,Purchase agreements or transmission fees with private entity(ies),Not Applicable,Not Applicable,Financial Closure,,,No,,,,,,,
7427,Europe and Central Asia,Georgia,Lower middle income,Blended,2011,June,Anadolu Paravani HPP,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,"Aspindze Municipality, Samtskhe-Javakheti Region",,,No,N/A,No,,No,,Federal,,2011,100,Not Available,156.5,156.5,Not Available,,MW,85.8,2011,"Hydro, Large (>50MW)",,,Not Applicable,,,,Anadolu Endustri Holding A.S. (AEH) (100% / Turkey),"IFC (Loan / $41 Million / 2011), EBRD (Equity / $5 Million / 2011), IFC (Syndication / $23 Million / 2011), EBRD (Loan / $52 Million / 2011)",PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,,Georgia/Turkey,Yes,2011,23,,,,92.5,74/26
5932,Europe and Central Asia,Georgia,Lower middle income,Blended,2011,June,Georgia Urban Enerji Ltd.,Paravani Hydropower Project,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Samtskhe-Javakheti region, Georgia",,,No,N/A,No,,No,,..,,2011,100,Not Available,156.5,156.5,Not Available,,MW,87,2011,"Hydro, Large (>50MW)",,,Not Applicable,Direct negotiation,,,Anadolu Endustri Holding A.S. (AEH) (.. / Turkey),"EBRD (Equity / $5 Million / 2011), IFC (Loan / $41 Million / 2011), EBRD (Loan / $48 Million / 2011)",,,,Financial Closure,,,,2011,23,,,,,71/29
6579,Europe and Central Asia,Georgia,Lower middle income,Blended,2011,April,InterRao Khrami I & II HPP,AES Khrami I & II,Divestiture,Full,Operational,Energy,N/A,Electricity,Electricity generation,Not available,Not Available,,No,N/A,Yes,2,No,,Federal,,2011,100,104,Not Available,104,Not Available,,MW,227.2,2011,"Hydro, Large (>50MW)",,2498,Not Applicable,Direct negotiation,,,Inter RAO UES (100% / Russian Federation),,,Not Applicable,Not Applicable,Financial Closure,,,No,2011,74,,,,,
2738,Europe and Central Asia,Kazakhstan,Upper middle income,Non-IDA,1997,October,Eastern Generation,,Concession,"Rehabilitate, operate, and transfer",Operational,Energy,N/A,Electricity,Electricity generation,..,20,2017,No,N/A,No,,No,,..,,1997,100,23.2,0,23.2,,,MW,1384,1997,"Hydro, Large (>50MW)",,,,,,,AES Corporation (100% / United States),,,,,Financial Closure,,,,,,,,,,
3065,Europe and Central Asia,Lithuania,Upper middle income,Non-IDA,2003,March,Kauno Elektrine,Kaunas Power Plant,Divestiture,Full,Operational,Energy,N/A,Electricity,Electricity generation,Kaunas,,,No,N/A,No,1,No,,Local,,2003,100,37.7,0,37.7,,,MW,170,2003,Geothermal,,,Not Applicable,Competitive bidding,,,Gazprom (100% / Russian Federation),,,,,Financial Closure,,,No,,,,,,,
5911,Europe and Central Asia,Lithuania,Upper middle income,Non-IDA,2010,March,Kreivenai Wind Farm,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,Kreivenai,Not Applicable,Not Applicable,No,N/A,No,,No,,Federal,,2010,100,Not Available,46.5,46.5,Not Available,,MW,20,2010,"Wind, Onshore",,,Not Applicable,,Not Applicable,,Ecocom BG Ltd (100% / Bulgaria),,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,,,,,,,,,,
5183,Europe and Central Asia,Romania,Upper middle income,Non-IDA,2008,June,Micro Hydro Power (17 plant package),,Divestiture,Full,Operational,Energy,N/A,Electricity,Electricity generation,"Suceava, Mures and Gorj counties",Not Applicable,Not Applicable,No,N/A,No,,No,,Federal,,2008,100,41,3.1,44.1,Not Available,,MW,10.58,2008,"Hydro, Small (<50MW)",,,Highest price paid to government,Competitive bidding,,Not Applicable,Wienstrom GmbH (100% / Austria),,Purchase agreements or transmission fees with private entity(ies) and sales to wholesale markets,,,Financial Closure,,,No,,,,,,,
5185,Europe and Central Asia,Romania,Upper middle income,Non-IDA,2008,March,Micro Hydro Power (7 plant package),,Divestiture,Full,Operational,Energy,N/A,Electricity,Electricity generation,,Not Applicable,Not Applicable,No,N/A,No,,No,,Federal,,2008,100,6.1,1.4,7.5,Not Available,,MW,2.4,2008,"Hydro, Small (<50MW)",,,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,Romenergo (100% / Romania),,Purchase agreements or transmission fees with private entity(ies) and sales to wholesale markets,,,Financial Closure,,,No,,,,,,,
5186,Europe and Central Asia,Romania,Upper middle income,Non-IDA,2008,March,Micro Hydro Power (9 plant package),,Divestiture,Full,Operational,Energy,N/A,Electricity,Electricity generation,Mures and Alba counties,Not Applicable,Not Applicable,No,N/A,No,,No,,Federal,,2008,100,2,0.9,2.9,Not Available,,MW,3.4,2008,"Hydro, Small (<50MW)",,,Highest price paid to government,Competitive bidding,Not Available,Not Applicable,Wienstrom GmbH (100% / Austria),,Purchase agreements or transmission fees with private entity(ies) and sales to wholesale markets,,,Financial Closure,,,No,,,,,,,
5405,Europe and Central Asia,Romania,Upper middle income,Non-IDA,2009,June,CEZ Fantanele Wind Farm,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Fantenele and Cogealac, southeastern Romania",Not Applicable,Not Applicable,No,N/A,No,,No,,Federal,,2009,100,0,862,862,,12/1/12,MW,348,2009,"Wind, Onshore",,,Not Applicable,,Not Applicable,Not Applicable,CEZ Group (100% / Czech Republic),,Not Available,Not Applicable,Not Applicable,Financial Closure,,,No,,,,,,,
6703,Europe and Central Asia,Romania,Upper middle income,Non-IDA,2011,June,EDPR Cernavoda I & II Wind Farm,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,Constanta county; Dobrogea region;,Not Available,Not Available,No,N/A,No,,No,,Federal,,2011,100,0,266,266,,,MW,138,2011,"Wind, Onshore",,,Not Available,,Not Applicable,Not Applicable,Electricidade de Portugal SA (85% / Portugal),"EBRD (Loan / $75 Million / 2011), IFC (Loan / $75 Million / 2011)",PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2011,Romanian National Grid,No,2011,39.6,,,,109.6,
6711,Europe and Central Asia,Romania,Upper middle income,Non-IDA,2011,July,EDPR Pestera Wind Farm,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,Constanta county; Dobrogea,Not Available,Not Available,No,N/A,No,,No,,Federal,,2011,100,0,170.24,170.24,,,MW,90,2011,"Wind, Onshore",,,Not Available,,Not Applicable,Not Applicable,Electricidade de Portugal SA (85% / Portugal),"EBRD (Loan / $35 Million / 2011), EBRD (Syndication / $13 Million / 2011), IFC (Syndication / $13 Million / 2011), IFC (Loan / $35 Million / 2011)",PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2011,Romanian National Grid,No,,,,,,,
6707,Europe and Central Asia,Romania,Upper middle income,Non-IDA,2011,October,Enel Corugea Wind Farm,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,Tulcea county; dobrogea,Not Available,Not Available,No,N/A,No,,No,,Federal,,2011,100,0,158,158,,12/1/11,MW,70,2011,"Wind, Onshore",,,Not Available,,Not Applicable,Not Applicable,Enel SpA (.. / Italy),EIB (Loan / $.. Million / 2011),PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2011,Romanian National Grid,No,,,,,,,
6743,Europe and Central Asia,Romania,Upper middle income,Non-IDA,2011,July,Enel Moldova Noua Wind Farm,Enel Sfanta Elena wind farm; Enel Santa Elena wind farm,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Santa Elena, Caras Severin province",Not Available,Not Available,No,N/A,No,,No,,Federal,,2011,100,0,89,89,,9/1/12,MW,45,2011,"Wind, Onshore",,,Not Available,,Not Applicable,Not Applicable,Enel SpA (100% / Italy),,Sales to wholesale market,Not Applicable,Not Applicable,Financial Closure,2012,Romanian National Grid,No,,,,,,,
6704,Europe and Central Asia,Romania,Upper middle income,Non-IDA,2011,July,Enel Salbatica I & II Wind Farm,Sabatica,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,Tulcea county; dobrogea region; Valea Nucarilor municipality,,,No,N/A,No,,No,,Federal,,2011,100,0,198,198,,,MW,30,2011,"Wind, Onshore",,,Not Available,,,,Enel SpA (100% / Italy),EIB (Loan / $.. Million / 2011),Sales to wholesale market,,,Financial Closure,2011,Romanian National Grid,No,,,,,,,
6706,Europe and Central Asia,Romania,Upper middle income,Non-IDA,2011,March,Iberdrola Mihai Viteazu Wind Farms,"Iberdrola Mihai Viteazu I, II, III, IV wind farms",Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,Tulcea county; dobrogea,,,No,N/A,No,,No,,Federal,,2011,100,0,144,144,,4/1/12,MW,80,2011,"Wind, Onshore",,,Not Available,,,,Iberdrola SA (100% / Spain),,Sales to wholesale market,Not Applicable,Not Applicable,Financial Closure,2011,Romanian National Grid,No,,,,,,,
6702,Europe and Central Asia,Romania,Upper middle income,Non-IDA,2011,April,Martifer Babadag Wind Farm,"JI0590; BWPP; Renewable Energy Production Facilities in Babadag, Tulcea, Track I",Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,"County of Tulcea, Babadag City",20,2031,No,N/A,No,,No,,Federal,,2011,100,0,80,80,,,MW,42,2011,"Wind, Onshore",,,Not Available,,Not Applicable,Not Applicable,Martifer Group (.. / Portugal),,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2011,Romanian National Grid,Yes,2011,34,,,,,
7347,Europe and Central Asia,Romania,Upper middle income,Non-IDA,2012,December,"EDPR Hehendinti, Olt & Dolj Solar Plants",,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,"Mehendinti, Olt and Dolj, Southeast Romania",,,No,N/A,Yes,4,No,,Federal,,2012,100,Not Available,152,152,Not Available,,MW,39,2012,"Solar, PV",,,Not Applicable,,,,EDP Renovaveis (100% / Portugal),,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2013,Romania,No,,,,,,,
6726,Europe and Central Asia,Romania,Upper middle income,Non-IDA,2012,December,EDPR Sarichioi & Vutcani Wind Farm,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,Sarichioi; tulcea county,,,No,N/A,Yes,2,No,,Federal,,2012,100,0,108,108,,,MW,57,2012,"Wind, Onshore",,,Not Available,,,,EDP Renovaveis (100% / Portugal),"EBRD (Loan / $33 Million / 2012), EBRD (Syndication / $33 Million / 2012)",Sales to wholesale market,Not Applicable,Not Applicable,Financial Closure,2012,Romanian National Grid,No,2012,32.5,,,,32.5,60/40
6713,Europe and Central Asia,Romania,Upper middle income,Non-IDA,2012,May,Enel Targusor-Zephyr Wind Farm,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,Constanta county; Dobrogea,,,No,N/A,No,,No,,Federal,,2012,100,0,532,532,,,MW,272,2012,"Wind, Onshore",,,Not Available,,,,"Elcomex Group (.. / Romania), Enel SpA (.. / Italy)",,Sales to wholesale market,Not Applicable,Not Applicable,Financial Closure,2012,Romanian National Grid,No,,,,,,,
6732,Europe and Central Asia,Romania,Upper middle income,Non-IDA,2012,November,EPGE Chirnogeni-Independenta Wind Farm,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,Chirnogeni and Indepdenta municipalities; Dobrogea region,,,No,N/A,No,,No,,Federal,,2012,100,0,169,169,,,MW,80,2012,"Wind, Onshore",,,Not Available,,,,"Joannou & Paraskevaides Ltd (20% / Channel Islands), Marguerite Fund (50% / Luxembourg), EnerCap Power Fund (30% / Czech Republic)","EBRD (Loan / $41 Million / 2012), EBRD (Syndication / $78 Million / 2012)",Sales to wholesale market,Not Applicable,Not Applicable,Financial Closure,2013,Romanian National Grid,No,2012,78,,,,40.3,70/30
7396,Europe and Central Asia,Romania,Upper middle income,Non-IDA,2012,July,Espe Sapanta SHPP,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,"Sapanta River, Romania",,,No,N/A,No,,No,,Federal,,2012,100,Not Available,27.9,27.9,Not Available,,MW,9.9,2012,"Hydro, Small (<50MW)",,,Not Applicable,,,,Espe Group (100% / Italy),,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,,Romania,No,2012,20.3,,,,,74/26
7431,Europe and Central Asia,Romania,Upper middle income,Non-IDA,2012,February,Samsung Giurgiu Solar Plant,Slobozia,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,"Slobozia, Giurgiu County, Romania",10,2023,No,N/A,No,,No,,Federal,,2012,100,Not Available,158.9,158.9,Not Available,,MW,45,2012,"Solar, PV",,,Not Applicable,,,,"Samsung Corporation (.. / Korea, Rep.), Green Source (.. / Austria)",,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2013,Romania,No,2012,120,,,,,75/25
